value,cash,date,strategy_name,position
10000000.0,10000000.0,2021-02-24,twoma_strategy,{}
10000000.0,10000000.0,2021-02-25,twoma_strategy,{}
10000000.0,10000000.0,2021-02-26,twoma_strategy,{}
9998030.30786,149569.60786000075,2021-03-01,twoma_strategy,"{""h000016"": 2600}"
9818381.747860001,149569.60786000075,2021-03-02,twoma_strategy,"{""h000016"": 2600}"
10074842.88786,149569.60786000075,2021-03-03,twoma_strategy,"{""h000016"": 2600}"
9792087.167860001,149569.60786000075,2021-03-04,twoma_strategy,"{""h000016"": 2600}"
9740142.28786,149569.60786000075,2021-03-05,twoma_strategy,"{""h000016"": 2600}"
9440490.20786,149569.60786000075,2021-03-08,twoma_strategy,"{""h000016"": 2600}"
9274565.22786,149569.60786000075,2021-03-09,twoma_strategy,"{""h000016"": 2600}"
9332905.587860001,149569.60786000075,2021-03-10,twoma_strategy,"{""h000016"": 2600}"
9575363.12786,149569.60786000075,2021-03-11,twoma_strategy,"{""h000016"": 2600}"
9594273.44786,149569.60786000075,2021-03-12,twoma_strategy,"{""h000016"": 2600}"
9423450.587860001,149569.60786000075,2021-03-15,twoma_strategy,"{""h000016"": 2600}"
9507397.567860002,149569.60786000075,2021-03-16,twoma_strategy,"{""h000016"": 2600}"
9485737.747860001,149569.60786000075,2021-03-17,twoma_strategy,"{""h000016"": 2600}"
9524141.82786,149569.60786000075,2021-03-18,twoma_strategy,"{""h000016"": 2600}"
9273517.385636002,9273517.385636002,2021-03-19,twoma_strategy,{}
9273517.385636002,9273517.385636002,2021-03-19,twoma_strategy,{}
9271677.403544001,71766.94354400279,2021-03-22,twoma_strategy,"{""h000016"": 2600}"
9214309.703544002,71766.94354400279,2021-03-23,twoma_strategy,"{""h000016"": 2600}"
9083476.663544001,71766.94354400279,2021-03-24,twoma_strategy,"{""h000016"": 2600}"
9077835.963544002,71766.94354400279,2021-03-25,twoma_strategy,"{""h000016"": 2600}"
9249060.263544003,71766.94354400279,2021-03-26,twoma_strategy,"{""h000016"": 2600}"
9269815.543544002,71766.94354400279,2021-03-29,twoma_strategy,"{""h000016"": 2600}"
9372599.783544002,71766.94354400279,2021-03-30,twoma_strategy,"{""h000016"": 2600}"
9274127.903544003,71766.94354400279,2021-03-31,twoma_strategy,"{""h000016"": 2600}"
9386656.683544002,71766.94354400279,2021-04-01,twoma_strategy,"{""h000016"": 2600}"
9467829.435256004,9467829.435256004,2021-04-02,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-02,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-06,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-07,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-08,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-09,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-12,twoma_strategy,{}
9467829.435256004,9467829.435256004,2021-04-13,twoma_strategy,{}
9465956.081998004,99189.79199800336,2021-04-14,twoma_strategy,"{""h000016"": 2700}"
9364221.161998004,99189.79199800336,2021-04-15,twoma_strategy,"{""h000016"": 2700}"
9409071.131998003,99189.79199800336,2021-04-16,twoma_strategy,"{""h000016"": 2700}"
9585357.101998003,99189.79199800336,2021-04-19,twoma_strategy,"{""h000016"": 2700}"
9576524.321998002,99189.79199800336,2021-04-20,twoma_strategy,"{""h000016"": 2700}"
9592653.311998002,99189.79199800336,2021-04-21,twoma_strategy,"{""h000016"": 2700}"
9515242.961998003,99189.79199800336,2021-04-22,twoma_strategy,"{""h000016"": 2700}"
9614048.111998003,99189.79199800336,2021-04-23,twoma_strategy,"{""h000016"": 2700}"
9454382.995318003,9454382.995318003,2021-04-26,twoma_strategy,{}
9454382.995318003,9454382.995318003,2021-04-26,twoma_strategy,{}
9454382.995318003,9454382.995318003,2021-04-27,twoma_strategy,{}
9454382.995318003,9454382.995318003,2021-04-28,twoma_strategy,{}
9454382.995318003,9454382.995318003,2021-04-29,twoma_strategy,{}
9454382.995318003,9454382.995318003,2021-04-30,twoma_strategy,{}
9452520.028528003,137686.07852800188,2021-05-06,twoma_strategy,"{""h000016"": 2700}"
9334723.888528002,137686.07852800188,2021-05-07,twoma_strategy,"{""h000016"": 2700}"
9317645.308528002,137686.07852800188,2021-05-10,twoma_strategy,"{""h000016"": 2700}"
9419512.528528001,137686.07852800188,2021-05-11,twoma_strategy,"{""h000016"": 2700}"
9446912.668528002,137686.07852800188,2021-05-12,twoma_strategy,"{""h000016"": 2700}"
9355185.298528003,137686.07852800188,2021-05-13,twoma_strategy,"{""h000016"": 2700}"
9595885.978528002,137686.07852800188,2021-05-14,twoma_strategy,"{""h000016"": 2700}"
9695449.828528002,137686.07852800188,2021-05-17,twoma_strategy,"{""h000016"": 2700}"
9689466.088528002,137686.07852800188,2021-05-18,twoma_strategy,"{""h000016"": 2700}"
9611063.288944002,9611063.288944002,2021-05-19,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-19,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-20,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-21,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-24,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-25,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-26,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-27,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-28,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-05-31,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-06-01,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-06-02,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-06-03,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-06-04,twoma_strategy,{}
9611063.288944002,9611063.288944002,2021-06-07,twoma_strategy,{}
9609201.541472003,300464.18147200096,2021-06-08,twoma_strategy,"{""h000016"": 2600}"
9628047.641472,300464.18147200096,2021-06-09,twoma_strategy,"{""h000016"": 2600}"
9680430.101472002,300464.18147200096,2021-06-10,twoma_strategy,"{""h000016"": 2600}"
9600085.161472002,300464.18147200096,2021-06-11,twoma_strategy,"{""h000016"": 2600}"
9475001.761472002,300464.18147200096,2021-06-15,twoma_strategy,"{""h000016"": 2600}"
9364811.941472001,300464.18147200096,2021-06-16,twoma_strategy,"{""h000016"": 2600}"
