,value,cash,date,position,strategy_name
2021-02-24,10000000.0,10000000.0,2021-02-24,{},twoma_strategy
2021-02-25,10000000.0,10000000.0,2021-02-25,{},twoma_strategy
2021-02-26,10000000.0,10000000.0,2021-02-26,{},twoma_strategy
2021-03-01,9998049.237868,244238.57786799985,2021-03-01,"{""h000300"": 1800}",twoma_strategy
2021-03-02,9873572.757868,244238.57786799985,2021-03-02,"{""h000300"": 1800}",twoma_strategy
2021-03-03,10058221.077868,244238.57786799985,2021-03-03,"{""h000300"": 1800}",twoma_strategy
2021-03-04,9749509.017868,244238.57786799985,2021-03-04,"{""h000300"": 1800}",twoma_strategy
2021-03-05,9717271.017868,244238.57786799985,2021-03-05,"{""h000300"": 1800}",twoma_strategy
2021-03-08,9388282.857867999,244238.57786799985,2021-03-08,"{""h000300"": 1800}",twoma_strategy
2021-03-09,9192037.497868,244238.57786799985,2021-03-09,"{""h000300"": 1800}",twoma_strategy
2021-03-10,9250740.357868,244238.57786799985,2021-03-10,"{""h000300"": 1800}",twoma_strategy
2021-03-11,9475026.657868,244238.57786799985,2021-03-11,"{""h000300"": 1800}",twoma_strategy
2021-03-12,9507720.057868,244238.57786799985,2021-03-12,"{""h000300"": 1800}",twoma_strategy
2021-03-15,9308217.957868,244238.57786799985,2021-03-15,"{""h000300"": 1800}",twoma_strategy
2021-03-16,9387090.897868,244238.57786799985,2021-03-16,"{""h000300"": 1800}",twoma_strategy
2021-03-17,9425783.157868,244238.57786799985,2021-03-17,"{""h000300"": 1800}",twoma_strategy
2021-03-18,9499421.157868,244238.57786799985,2021-03-18,"{""h000300"": 1800}",twoma_strategy
2021-03-19,9257001.837868,244238.57786799985,2021-03-19,"{""h000300"": 1800}",twoma_strategy
2021-03-22,9347112.177868,244238.57786799985,2021-03-22,"{""h000300"": 1800}",twoma_strategy
2021-03-23,9253667.883771999,9253667.883771999,2021-03-23,{},twoma_strategy
2021-03-24,9253667.883771999,9253667.883771999,2021-03-24,{},twoma_strategy
2021-03-25,9251894.398888,384469.9788879989,2021-03-25,"{""h000300"": 1800}",twoma_strategy
2021-03-26,9452851.798887998,384469.9788879989,2021-03-26,"{""h000300"": 1800}",twoma_strategy
2021-03-29,9468849.118888,384469.9788879989,2021-03-29,"{""h000300"": 1800}",twoma_strategy
2021-03-30,9554982.358887998,384469.9788879989,2021-03-30,"{""h000300"": 1800}",twoma_strategy
2021-03-31,9471519.238888,384469.9788879989,2021-03-31,"{""h000300"": 1800}",twoma_strategy
2021-04-01,9583868.218888,384469.9788879989,2021-04-01,"{""h000300"": 1800}",twoma_strategy
2021-04-02,9667839.756951999,9667839.756951999,2021-04-02,{},twoma_strategy
2021-04-06,9667839.756951999,9667839.756951999,2021-04-06,{},twoma_strategy
2021-04-07,9667839.756951999,9667839.756951999,2021-04-07,{},twoma_strategy
2021-04-08,9667839.756951999,9667839.756951999,2021-04-08,{},twoma_strategy
2021-04-09,9667839.756951999,9667839.756951999,2021-04-09,{},twoma_strategy
2021-04-12,9667839.756951999,9667839.756951999,2021-04-12,{},twoma_strategy
2021-04-13,9667839.756951999,9667839.756951999,2021-04-13,{},twoma_strategy
2021-04-14,9665947.11835,202754.1083499973,2021-04-14,"{""h000300"": 1900}",twoma_strategy
2021-04-15,9605804.898349999,202754.1083499973,2021-04-15,"{""h000300"": 1900}",twoma_strategy
2021-04-16,9638498.198349997,202754.1083499973,2021-04-16,"{""h000300"": 1900}",twoma_strategy
2021-04-19,9868085.458349997,202754.1083499973,2021-04-19,"{""h000300"": 1900}",twoma_strategy
2021-04-20,9861148.368349997,202754.1083499973,2021-04-20,"{""h000300"": 1900}",twoma_strategy
2021-04-21,9890369.418349996,202754.1083499973,2021-04-21,"{""h000300"": 1900}",twoma_strategy
2021-04-22,9872316.758349996,202754.1083499973,2021-04-22,"{""h000300"": 1900}",twoma_strategy
2021-04-23,9952309.679181999,9952309.679181999,2021-04-23,{},twoma_strategy
2021-04-26,9952309.679181999,9952309.679181999,2021-04-26,{},twoma_strategy
2021-04-27,9952309.679181999,9952309.679181999,2021-04-27,{},twoma_strategy
2021-04-28,9952309.679181999,9952309.679181999,2021-04-28,{},twoma_strategy
2021-04-29,9952309.679181999,9952309.679181999,2021-04-29,{},twoma_strategy
2021-04-30,9952309.679181999,9952309.679181999,2021-04-30,{},twoma_strategy
2021-05-06,9952309.679181999,9952309.679181999,2021-05-06,{},twoma_strategy
2021-05-07,9952309.679181999,9952309.679181999,2021-05-07,{},twoma_strategy
2021-05-10,9950412.558821999,464810.7588219997,2021-05-10,"{""h000300"": 1900}",twoma_strategy
2021-05-11,10008623.808822,464810.7588219997,2021-05-11,"{""h000300"": 1900}",twoma_strategy
2021-05-12,10049452.148822,464810.7588219997,2021-05-12,"{""h000300"": 1900}",twoma_strategy
2021-05-13,9951460.978821998,464810.7588219997,2021-05-13,"{""h000300"": 1900}",twoma_strategy
2021-05-14,10174931.948822001,464810.7588219997,2021-05-14,"{""h000300"": 1900}",twoma_strategy
2021-05-17,10316282.828822,464810.7588219997,2021-05-17,"{""h000300"": 1900}",twoma_strategy
2021-05-18,10321253.228822,464810.7588219997,2021-05-18,"{""h000300"": 1900}",twoma_strategy
2021-05-19,10284265.705382,10284265.705382,2021-05-19,{},twoma_strategy
2021-05-20,10284265.705382,10284265.705382,2021-05-20,{},twoma_strategy
2021-05-21,10284265.705382,10284265.705382,2021-05-21,{},twoma_strategy
2021-05-24,10284265.705382,10284265.705382,2021-05-24,{},twoma_strategy
2021-05-25,10284265.705382,10284265.705382,2021-05-25,{},twoma_strategy
2021-05-26,10284265.705382,10284265.705382,2021-05-26,{},twoma_strategy
2021-05-27,10284265.705382,10284265.705382,2021-05-27,{},twoma_strategy
2021-05-28,10284265.705382,10284265.705382,2021-05-28,{},twoma_strategy
2021-05-31,10284265.705382,10284265.705382,2021-05-31,{},twoma_strategy
2021-06-01,10284265.705382,10284265.705382,2021-06-01,{},twoma_strategy
2021-06-02,10284265.705382,10284265.705382,2021-06-02,{},twoma_strategy
2021-06-03,10284265.705382,10284265.705382,2021-06-03,{},twoma_strategy
2021-06-04,10284265.705382,10284265.705382,2021-06-04,{},twoma_strategy
2021-06-07,10284265.705382,10284265.705382,2021-06-07,{},twoma_strategy
2021-06-08,10284265.705382,10284265.705382,2021-06-08,{},twoma_strategy
2021-06-09,10282275.854648001,333022.18464800075,2021-06-09,"{""h000300"": 1900}",twoma_strategy
2021-06-10,10348807.774648001,333022.18464800075,2021-06-10,"{""h000300"": 1900}",twoma_strategy
2021-06-11,10259957.884648003,333022.18464800075,2021-06-11,"{""h000300"": 1900}",twoma_strategy
2021-06-15,10149485.614648001,333022.18464800075,2021-06-15,"{""h000300"": 1900}",twoma_strategy
2021-06-16,9985954.894648,333022.18464800075,2021-06-16,"{""h000300"": 1900}",twoma_strategy
2021-06-17,10026617.744648,333022.18464800075,2021-06-17,"{""h000300"": 1900}",twoma_strategy
2021-06-18,10027707.014648002,333022.18464800075,2021-06-18,"{""h000300"": 1900}",twoma_strategy
2021-06-21,10004754.444648001,333022.18464800075,2021-06-21,"{""h000300"": 1900}",twoma_strategy
2021-06-22,10065122.954648001,333022.18464800075,2021-06-22,"{""h000300"": 1900}",twoma_strategy
2021-06-23,10113070.404648,333022.18464800075,2021-06-23,"{""h000300"": 1900}",twoma_strategy
2021-06-24,10129372.404648,333022.18464800075,2021-06-24,"{""h000300"": 1900}",twoma_strategy
2021-06-25,10288962.144648,333022.18464800075,2021-06-25,"{""h000300"": 1900}",twoma_strategy
2021-06-28,10311366.944648001,333022.18464800075,2021-06-28,"{""h000300"": 1900}",twoma_strategy
2021-06-29,10187167.107008003,10187167.107008003,2021-06-29,{},twoma_strategy
2021-06-30,10187167.107008003,10187167.107008003,2021-06-30,{},twoma_strategy
2021-07-01,10187167.107008003,10187167.107008003,2021-07-01,{},twoma_strategy
2021-07-02,10187167.107008003,10187167.107008003,2021-07-02,{},twoma_strategy
2021-07-05,10187167.107008003,10187167.107008003,2021-07-05,{},twoma_strategy
2021-07-06,10187167.107008003,10187167.107008003,2021-07-06,{},twoma_strategy
2021-07-07,10185213.720846003,418282.91084600403,2021-07-07,"{""h000300"": 1900}",twoma_strategy
2021-07-08,10085970.450846003,418282.91084600403,2021-07-08,"{""h000300"": 1900}",twoma_strategy
2021-07-09,10050211.500846004,418282.91084600403,2021-07-09,"{""h000300"": 1900}",twoma_strategy
2021-07-12,10170429.630846005,418282.91084600403,2021-07-12,"{""h000300"": 1900}",twoma_strategy
2021-07-13,10188271.200846005,418282.91084600403,2021-07-13,"{""h000300"": 1900}",twoma_strategy
2021-07-14,10076144.220846005,418282.91084600403,2021-07-14,"{""h000300"": 1900}",twoma_strategy
2021-07-15,10206061.850846004,418282.91084600403,2021-07-15,"{""h000300"": 1900}",twoma_strategy
2021-07-16,10098351.040846005,418282.91084600403,2021-07-16,"{""h000300"": 1900}",twoma_strategy
2021-07-19,10126149.949206004,10126149.949206004,2021-07-19,{},twoma_strategy
2021-07-20,10126149.949206004,10126149.949206004,2021-07-20,{},twoma_strategy
2021-07-21,10126149.949206004,10126149.949206004,2021-07-21,{},twoma_strategy
2021-07-22,10126149.949206004,10126149.949206004,2021-07-22,{},twoma_strategy
2021-07-23,10126149.949206004,10126149.949206004,2021-07-23,{},twoma_strategy
2021-07-26,10126149.949206004,10126149.949206004,2021-07-26,{},twoma_strategy
2021-07-27,10124154.397746004,146397.0977460032,2021-07-27,"{""h000300"": 2100}",twoma_strategy
2021-07-28,10143410.557746004,146397.0977460032,2021-07-28,"{""h000300"": 2100}",twoma_strategy
2021-07-29,10331973.757746004,146397.0977460032,2021-07-29,"{""h000300"": 2100}",twoma_strategy
2021-07-30,10249853.047746003,146397.0977460032,2021-07-30,"{""h000300"": 2100}",twoma_strategy
2021-08-02,10507242.697746003,146397.0977460032,2021-08-02,"{""h000300"": 2100}",twoma_strategy
2021-08-03,10508759.527746003,146397.0977460032,2021-08-03,"{""h000300"": 2100}",twoma_strategy
2021-08-04,10601977.687746003,146397.0977460032,2021-08-04,"{""h000300"": 2100}",twoma_strategy
2021-08-05,10538604.727746002,146397.0977460032,2021-08-05,"{""h000300"": 2100}",twoma_strategy
2021-08-06,10481682.967746003,146397.0977460032,2021-08-06,"{""h000300"": 2100}",twoma_strategy
2021-08-09,10607703.022410003,10607703.022410003,2021-08-09,{},twoma_strategy
2021-08-10,10607703.022410003,10607703.022410003,2021-08-10,{},twoma_strategy
2021-08-11,10607703.022410003,10607703.022410003,2021-08-11,{},twoma_strategy
2021-08-12,10607703.022410003,10607703.022410003,2021-08-12,{},twoma_strategy
2021-08-13,10607703.022410003,10607703.022410003,2021-08-13,{},twoma_strategy
2021-08-16,10607703.022410003,10607703.022410003,2021-08-16,{},twoma_strategy
2021-08-17,10607703.022410003,10607703.022410003,2021-08-17,{},twoma_strategy
2021-08-18,10607703.022410003,10607703.022410003,2021-08-18,{},twoma_strategy
2021-08-19,10605660.923862003,395168.18386200326,2021-08-19,"{""h000300"": 2100}",twoma_strategy
2021-08-20,10410630.563862002,395168.18386200326,2021-08-20,"{""h000300"": 2100}",twoma_strategy
2021-08-23,10550512.403862003,395168.18386200326,2021-08-23,"{""h000300"": 2100}",twoma_strategy
2021-08-24,10660787.603862002,395168.18386200326,2021-08-24,"{""h000300"": 2100}",twoma_strategy
2021-08-25,10681298.303862002,395168.18386200326,2021-08-25,"{""h000300"": 2100}",twoma_strategy
2021-08-26,10478547.923862003,395168.18386200326,2021-08-26,"{""h000300"": 2100}",twoma_strategy
2021-08-27,10531959.113862002,395168.18386200326,2021-08-27,"{""h000300"": 2100}",twoma_strategy
2021-08-30,10503035.813862003,395168.18386200326,2021-08-30,"{""h000300"": 2100}",twoma_strategy
2021-08-31,10486948.973862004,395168.18386200326,2021-08-31,"{""h000300"": 2100}",twoma_strategy
2021-09-01,10621031.453862002,395168.18386200326,2021-09-01,"{""h000300"": 2100}",twoma_strategy
2021-09-02,10620931.913862001,395168.18386200326,2021-09-02,"{""h000300"": 2100}",twoma_strategy
2021-09-03,10565599.223862002,395168.18386200326,2021-09-03,"{""h000300"": 2100}",twoma_strategy
2021-09-06,10755993.203862002,395168.18386200326,2021-09-06,"{""h000300"": 2100}",twoma_strategy
2021-09-07,10871721.97047,10871721.97047,2021-09-07,{},twoma_strategy
2021-09-08,10871721.97047,10871721.97047,2021-09-08,{},twoma_strategy
2021-09-09,10871721.97047,10871721.97047,2021-09-09,{},twoma_strategy
2021-09-10,10871721.97047,10871721.97047,2021-09-10,{},twoma_strategy
2021-09-13,10871721.97047,10871721.97047,2021-09-13,{},twoma_strategy
2021-09-14,10871721.97047,10871721.97047,2021-09-14,{},twoma_strategy
2021-09-15,10871721.97047,10871721.97047,2021-09-15,{},twoma_strategy
2021-09-16,10871721.97047,10871721.97047,2021-09-16,{},twoma_strategy
2021-09-17,10871721.97047,10871721.97047,2021-09-17,{},twoma_strategy
2021-09-22,10869600.39277,261711.89277000006,2021-09-22,"{""h000300"": 2200}",twoma_strategy
2021-09-23,10938742.43277,261711.89277000006,2021-09-23,"{""h000300"": 2200}",twoma_strategy
2021-09-24,10930452.832770001,261711.89277000006,2021-09-24,"{""h000300"": 2200}",twoma_strategy
2021-09-27,10991925.45277,261711.89277000006,2021-09-27,"{""h000300"": 2200}",twoma_strategy
2021-09-28,11006133.492770001,261711.89277000006,2021-09-28,"{""h000300"": 2200}",twoma_strategy
2021-09-29,10896353.71277,261711.89277000006,2021-09-29,"{""h000300"": 2200}",twoma_strategy
2021-09-30,10967753.61277,261711.89277000006,2021-09-30,"{""h000300"": 2200}",twoma_strategy
2021-10-08,11098905.176785998,11098905.176785998,2021-10-08,{},twoma_strategy
2021-10-11,11098905.176785998,11098905.176785998,2021-10-11,{},twoma_strategy
2021-10-12,11098905.176785998,11098905.176785998,2021-10-12,{},twoma_strategy
2021-10-13,11098905.176785998,11098905.176785998,2021-10-13,{},twoma_strategy
