,sharpe_ratio,sharpe_ratio(0.02),max_drawdown,annual_return,annual_volatility,total_return,total_profits
two_bulin_rsi_empty_vwap,0.3830216812809119,0.2810719588683776,-0.1892816839660491,0.0751393279387332,0.1961751295317021,0.1113671195273438,1113671.1952734385
twoma_strategy,-0.19081538822449987,-0.2875164800468284,-0.2987592234185966,-0.03946499147601974,0.20682289747820565,-0.10324366794140671,-1032436.6794140674
bulin_strategy,-0.09128445024479442,-0.17977778390602814,-0.3237889657394425,-0.020630808326024992,0.22600572464094434,-0.07933628725976549,-793362.8725976553
rsi_strategy,-0.12236991378885313,-0.21875092279444303,-0.2282379970702787,-0.025392951381481375,0.2075097595091585,-0.080624539349609,-806245.3934960905
empty_strategy,-0.25191070613724137,-0.32302238474189104,0.0,-0.07084932069674703,0.2812477555366313,-0.17938612871653858,1605176.5625
true_empty_strategy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
