value,cash,date,strategy_name,position
10000000.0,10000000.0,2021-02-24,twoma_strategy,{}
10000000.0,10000000.0,2021-02-25,twoma_strategy,{}
10000000.0,10000000.0,2021-02-26,twoma_strategy,{}
10000000.0,10000000.0,2021-03-01,twoma_strategy,{}
10000000.0,10000000.0,2021-03-02,twoma_strategy,{}
9998042.57461,210915.62461000076,2021-03-03,twoma_strategy,"{""h000905"": 1500}"
9813903.17461,210915.62461000076,2021-03-04,twoma_strategy,"{""h000905"": 1500}"
9816160.22461,210915.62461000076,2021-03-05,twoma_strategy,"{""h000905"": 1500}"
9595529.424610002,210915.62461000076,2021-03-08,twoma_strategy,"{""h000905"": 1500}"
9372919.674610002,210915.62461000076,2021-03-09,twoma_strategy,"{""h000905"": 1500}"
9304298.42461,210915.62461000076,2021-03-10,twoma_strategy,"{""h000905"": 1500}"
9531663.47461,210915.62461000076,2021-03-11,twoma_strategy,"{""h000905"": 1500}"
9544485.92461,210915.62461000076,2021-03-12,twoma_strategy,"{""h000905"": 1500}"
9471723.77461,210915.62461000076,2021-03-15,twoma_strategy,"{""h000905"": 1500}"
9503781.324610002,210915.62461000076,2021-03-16,twoma_strategy,"{""h000905"": 1500}"
9548953.82461,210915.62461000076,2021-03-17,twoma_strategy,"{""h000905"": 1500}"
9621699.024610002,210915.62461000076,2021-03-18,twoma_strategy,"{""h000905"": 1500}"
9520819.07461,210915.62461000076,2021-03-19,twoma_strategy,"{""h000905"": 1500}"
9661886.64433,9661886.64433,2021-03-22,twoma_strategy,{}
9661886.64433,9661886.64433,2021-03-22,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-23,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-24,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-25,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-26,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-29,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-30,bulin_strategy,{}
9661886.64433,9661886.64433,2021-03-31,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-01,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-02,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-06,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-07,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-08,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-09,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-12,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-13,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-14,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-15,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-16,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-19,bulin_strategy,{}
9661886.64433,9661886.64433,2021-04-19,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-20,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-21,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-22,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-23,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-26,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-27,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-28,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-29,vwap_strategy,{}
9661886.64433,9661886.64433,2021-04-30,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-06,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-07,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-10,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-11,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-12,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-13,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-14,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-17,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-18,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-19,vwap_strategy,{}
9661886.64433,9661886.64433,2021-05-19,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-20,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-21,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-24,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-25,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-26,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-27,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-28,bulin_strategy,{}
9661886.64433,9661886.64433,2021-05-31,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-01,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-02,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-03,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-04,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-07,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-08,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-09,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-10,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-11,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-15,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-16,bulin_strategy,{}
9661886.64433,9661886.64433,2021-06-16,vwap_strategy,{}
9660034.11561,397390.5156100009,2021-06-17,vwap_strategy,"{""h000905"": 1400}"
9718259.41561,397390.5156100009,2021-06-18,vwap_strategy,"{""h000905"": 1400}"
9787437.19561,397390.5156100009,2021-06-21,vwap_strategy,"{""h000905"": 1400}"
9825553.406442,9825553.406442,2021-06-22,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-22,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-23,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-24,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-25,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-28,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-29,vwap_strategy,{}
9825553.406442,9825553.406442,2021-06-30,vwap_strategy,{}
9825553.406442,9825553.406442,2021-07-01,vwap_strategy,{}
9823689.153814,502426.013813999,2021-07-02,vwap_strategy,"{""h000905"": 1400}"
