value,cash,date,strategy_name,position
10000000.0,10000000.0,2021-02-24,rsi_strategy,{}
10000000.0,10000000.0,2021-02-25,rsi_strategy,{}
10000000.0,10000000.0,2021-02-26,rsi_strategy,{}
10000000.0,10000000.0,2021-03-01,rsi_strategy,{}
10000000.0,10000000.0,2021-03-02,rsi_strategy,{}
10000000.0,10000000.0,2021-03-03,rsi_strategy,{}
10000000.0,10000000.0,2021-03-04,rsi_strategy,{}
10000000.0,10000000.0,2021-03-05,rsi_strategy,{}
10000000.0,10000000.0,2021-03-08,rsi_strategy,{}
10000000.0,10000000.0,2021-03-09,rsi_strategy,{}
10000000.0,10000000.0,2021-03-10,rsi_strategy,{}
9998011.573792,55880.533791999034,2021-03-11,rsi_strategy,"{""h000905"": 1600}"
10011688.853791999,55880.533791999034,2021-03-12,rsi_strategy,"{""h000905"": 1600}"
9934075.893791998,55880.533791999034,2021-03-15,rsi_strategy,"{""h000905"": 1600}"
9968270.613791998,55880.533791999034,2021-03-16,rsi_strategy,"{""h000905"": 1600}"
10016454.613791998,55880.533791999034,2021-03-17,rsi_strategy,"{""h000905"": 1600}"
10094049.493791997,55880.533791999034,2021-03-18,rsi_strategy,"{""h000905"": 1600}"
9986444.213791998,55880.533791999034,2021-03-19,rsi_strategy,"{""h000905"": 1600}"
10144987.573791998,55880.533791999034,2021-03-22,rsi_strategy,"{""h000905"": 1600}"
10006547.093791997,55880.533791999034,2021-03-23,rsi_strategy,"{""h000905"": 1600}"
9883950.773791999,55880.533791999034,2021-03-24,rsi_strategy,"{""h000905"": 1600}"
9907732.053791998,55880.533791999034,2021-03-25,rsi_strategy,"{""h000905"": 1600}"
10058751.093791999,55880.533791999034,2021-03-26,rsi_strategy,"{""h000905"": 1600}"
10063788.693791999,55880.533791999034,2021-03-29,rsi_strategy,"{""h000905"": 1600}"
10104454.933791999,55880.533791999034,2021-03-30,rsi_strategy,"{""h000905"": 1600}"
10062391.733791998,55880.533791999034,2021-03-31,rsi_strategy,"{""h000905"": 1600}"
10154543.573791998,55880.533791999034,2021-04-01,rsi_strategy,"{""h000905"": 1600}"
10178449.973791998,55880.533791999034,2021-04-02,rsi_strategy,"{""h000905"": 1600}"
10204834.453791998,55880.533791999034,2021-04-06,rsi_strategy,"{""h000905"": 1600}"
10212802.293791998,55880.533791999034,2021-04-07,rsi_strategy,"{""h000905"": 1600}"
10226684.693791999,55880.533791999034,2021-04-08,rsi_strategy,"{""h000905"": 1600}"
10192263.413792,55880.533791999034,2021-04-09,rsi_strategy,"{""h000905"": 1600}"
10018149.653792,55880.533791999034,2021-04-12,rsi_strategy,"{""h000905"": 1600}"
9991528.693791999,55880.533791999034,2021-04-13,rsi_strategy,"{""h000905"": 1600}"
10099418.293792,55880.533791999034,2021-04-14,rsi_strategy,"{""h000905"": 1600}"
10098217.973791998,55880.533791999034,2021-04-15,rsi_strategy,"{""h000905"": 1600}"
10199225.493792,55880.533791999034,2021-04-16,rsi_strategy,"{""h000905"": 1600}"
10336297.493791997,55880.533791999034,2021-04-19,rsi_strategy,"{""h000905"": 1600}"
10341546.293791998,55880.533791999034,2021-04-20,rsi_strategy,"{""h000905"": 1600}"
10328294.453791998,55880.533791999034,2021-04-21,rsi_strategy,"{""h000905"": 1600}"
10368625.653791998,55880.533791999034,2021-04-22,rsi_strategy,"{""h000905"": 1600}"
10396289.813791998,55880.533791999034,2021-04-23,rsi_strategy,"{""h000905"": 1600}"
10364112.693791999,55880.533791999034,2021-04-26,rsi_strategy,"{""h000905"": 1600}"
10369932.053791998,55880.533791999034,2021-04-27,rsi_strategy,"{""h000905"": 1600}"
10439471.093791999,55880.533791999034,2021-04-28,rsi_strategy,"{""h000905"": 1600}"
10442965.493792,55880.533791999034,2021-04-29,rsi_strategy,"{""h000905"": 1600}"
10433012.533791998,55880.533791999034,2021-04-30,rsi_strategy,"{""h000905"": 1600}"
10430531.767711999,10430531.767711999,2021-05-06,rsi_strategy,{}
10430531.767711999,10430531.767711999,2021-05-06,twoma_strategy,{}
10430531.767711999,10430531.767711999,2021-05-07,twoma_strategy,{}
10430531.767711999,10430531.767711999,2021-05-10,twoma_strategy,{}
10430531.767711999,10430531.767711999,2021-05-11,twoma_strategy,{}
10430531.767711999,10430531.767711999,2021-05-12,twoma_strategy,{}
10430531.767711999,10430531.767711999,2021-05-13,twoma_strategy,{}
10428574.026632,639868.6266319986,2021-05-14,twoma_strategy,"{""h000905"": 1500}"
10507078.926631998,639868.6266319986,2021-05-17,twoma_strategy,"{""h000905"": 1500}"
10531346.858431999,10531346.858431999,2021-05-18,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-05-18,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-19,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-20,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-21,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-24,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-25,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-26,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-27,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-28,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-05-31,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-01,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-02,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-03,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-04,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-07,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-08,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-09,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-10,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-11,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-15,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-16,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-17,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-18,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-21,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-22,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-23,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-24,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-25,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-28,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-29,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-06-30,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-01,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-02,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-05,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-06,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-07,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-08,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-09,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-12,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-13,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-14,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-15,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-16,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-19,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-20,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-21,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-22,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-23,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-26,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-27,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-28,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-29,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-07-30,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-02,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-03,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-04,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-05,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-06,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-09,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-10,bulin_strategy,{}
10531346.858431999,10531346.858431999,2021-08-10,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-11,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-12,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-13,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-16,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-17,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-18,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-19,twoma_strategy,{}
10531346.858431999,10531346.858431999,2021-08-20,twoma_strategy,{}
10529379.980315998,694989.4003159986,2021-08-23,twoma_strategy,"{""h000905"": 1400}"
10622083.780315997,694989.4003159986,2021-08-24,twoma_strategy,"{""h000905"": 1400}"
10709195.420315998,694989.4003159986,2021-08-25,twoma_strategy,"{""h000905"": 1400}"
10661371.280315997,694989.4003159986,2021-08-26,twoma_strategy,"{""h000905"": 1400}"
10739099.998459999,10739099.998459999,2021-08-27,twoma_strategy,{}
10739099.998459999,10739099.998459999,2021-08-27,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-08-30,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-08-31,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-09-01,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-09-02,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-09-03,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-09-06,bulin_strategy,{}
10739099.998459999,10739099.998459999,2021-09-07,bulin_strategy,{}
