date,code,open,high,low,close,volume,amount
20151201,h000300,3562.319,3617.305,3536.115,3591.696,13653655400.0,176598805608.0
20151202,h000300,3587.758,3725.854,3573.403,3721.955,21353886500.0,260938692616.0
20151203,h000300,3709.547,3758.446,3693.137,3749.299,19776212600.0,236698987440.0
20151204,h000300,3719.734,3726.124,3667.291,3677.592,15119952200.0,196455597757.0
20151207,h000300,3681.582,3699.337,3658.578,3687.607,11388315000.0,161220059836.0
20151208,h000300,3668.838,3668.838,3619.445,3623.02,12578108300.0,163317229186.0
20151209,h000300,3613.42,3655.158,3611.49,3635.938,11332542200.0,154319992100.0
20151210,h000300,3634.366,3678.318,3615.991,3623.084,12021562500.0,168622188283.0
20151211,h000300,3605.372,3630.743,3578.146,3608.059,11032248100.0,145248640244.0
20151214,h000300,3573.884,3712.503,3570.998,3711.322,15176911900.0,203291513291.0
20151215,h000300,3707.73,3717.357,3679.23,3694.388,12648171000.0,186795461663.0
20151216,h000300,3703.95,3713.09,3677.449,3685.44,11134272300.0,160118243242.0
20151217,h000300,3712.783,3768.844,3709.851,3755.888,17792407500.0,242543823434.0
20151218,h000300,3754.96,3810.218,3750.925,3767.913,17346598000.0,232281458171.0
20151221,h000300,3762.096,3877.82,3759.989,3865.965,21743527500.0,289905289214.0
20151222,h000300,3872.097,3880.468,3841.593,3876.732,18030366100.0,243797366698.0
20151223,h000300,3877.872,3926.686,3862.965,3866.381,20701714700.0,294710770246.0
20151224,h000300,3858.135,3867.679,3787.083,3829.402,14718139700.0,203683543579.0
20151225,h000300,3832.085,3848.025,3813.204,3838.201,11962401300.0,163314511431.0
20151228,h000300,3847.532,3853.389,3727.632,3727.632,15398844000.0,210026020459.0
20151229,h000300,3723.05,3762.052,3710.48,3761.875,10188555500.0,140405054699.0
20151230,h000300,3762.914,3765.657,3726.278,3765.175,10562995500.0,155744099319.0
20151231,h000300,3760.904,3772.617,3727.325,3731.005,10187355600.0,145043696235.0
