date,code,open,high,low,close,volume,amount
20141201,h000300,2825.611,2855.332,2808.653,2819.812,36548741700.0,338833084229.0
20141202,h000300,2807.338,2944.506,2804.293,2923.94,36146532200.0,341185189116.0
20141203,h000300,2936.124,3028.225,2912.246,2967.549,46615668500.0,464857500377.0
20141204,h000300,2975.403,3104.89,2968.876,3104.351,42681292800.0,433875560243.0
20141205,h000300,3143.968,3195.798,3011.936,3124.885,52488126000.0,554362904944.0
20141208,h000300,3108.272,3270.881,3075.7,3252.881,48446234400.0,515773683037.0
20141209,h000300,3233.097,3387.827,3074.516,3106.913,63287456700.0,702150099247.0
20141210,h000300,3120.212,3229.047,3058.191,3221.546,42501870800.0,477300103105.0
20141211,h000300,3185.161,3254.424,3158.443,3183.012,36709169100.0,392944833604.0
20141212,h000300,3182.923,3239.447,3167.928,3193.227,30106532500.0,337817436996.0
20141215,h000300,3176.829,3226.221,3143.297,3217.228,29019383400.0,326668040798.0
20141216,h000300,3221.358,3303.402,3207.688,3303.402,35812384700.0,425665729151.0
20141217,h000300,3325.82,3368.194,3275.736,3360.598,44814077000.0,527748937956.0
20141218,h000300,3359.09,3393.711,3322.229,3345.927,35597020700.0,416260448852.0
20141219,h000300,3345.629,3397.183,3280.916,3383.167,41121159000.0,435516864940.0
20141222,h000300,3396.251,3455.207,3357.661,3394.481,54980167100.0,537021101759.0
20141223,h000300,3358.798,3431.779,3316.913,3324.924,36973609300.0,377227774057.0
20141224,h000300,3332.146,3340.357,3188.495,3230.385,31744958700.0,339475799573.0
20141225,h000300,3254.48,3335.779,3226.322,3335.419,30979954700.0,330128939928.0
20141226,h000300,3343.64,3453.338,3335.012,3445.839,38461412400.0,438838427110.0
20141229,h000300,3502.183,3524.28,3405.836,3455.455,42501503700.0,505004508391.0
20141230,h000300,3450.814,3491.826,3422.174,3457.554,32823387300.0,394607772399.0
20141231,h000300,3462.389,3542.34,3452.498,3533.705,34593476000.0,403710888146.0
20150105,h000300,3566.089,3669.042,3551.51,3641.541,45119809800.0,519849817448.0
20150106,h000300,3608.428,3683.226,3587.231,3641.059,42096218500.0,498529588258.0
20150107,h000300,3620.924,3671.19,3601.698,3643.79,32019123200.0,398731720502.0
20150108,h000300,3650.073,3659.945,3552.1,3559.259,29500304500.0,355831967325.0
20150109,h000300,3547.574,3689.753,3536.395,3546.723,34998267200.0,430210592272.0
20150112,h000300,3531.515,3560.527,3461.322,3513.576,26656717500.0,334257133083.0
20150113,h000300,3506.451,3550.158,3494.768,3514.04,18715396500.0,250796676069.0
20150114,h000300,3522.907,3547.242,3471.56,3502.423,19601251000.0,241285837533.0
20150115,h000300,3501.719,3604.121,3482.27,3604.121,23781233800.0,303445351108.0
20150116,h000300,3616.248,3662.158,3601.258,3635.146,28268161400.0,355568710742.0
20150119,h000300,3414.013,3497.252,3330.981,3355.155,32950527500.0,366017532103.0
20150120,h000300,3336.793,3419.204,3325.681,3396.222,29784323200.0,381917903845.0
20150121,h000300,3420.491,3557.794,3409.43,3548.885,33792821000.0,425433704264.0
20150122,h000300,3551.052,3576.756,3520.053,3567.613,26885359900.0,345026040998.0
20150123,h000300,3582.088,3627.806,3548.626,3571.732,28017217200.0,361835546416.0
20150126,h000300,3580.118,3611.617,3559.376,3607.985,23976620300.0,309585710088.0
20150127,h000300,3614.038,3616.258,3510.017,3574.931,28766917900.0,357548249621.0
20150128,h000300,3547.239,3583.312,3512.393,3525.323,21622021400.0,278749164896.0
20150129,h000300,3474.915,3505.582,3453.901,3481.798,21161886000.0,251897926442.0
20150130,h000300,3496.885,3514.217,3431.936,3434.39,19647915700.0,237420793858.0
20150202,h000300,3360.193,3407.256,3347.085,3353.96,19518369900.0,224837769887.0
20150203,h000300,3388.602,3441.709,3360.717,3437.445,19284609600.0,241100023193.0
20150204,h000300,3446.144,3476.817,3399.565,3401.768,19130434900.0,244034297155.0
20150205,h000300,3487.951,3487.951,3366.862,3366.946,25043060900.0,311523669172.0
20150206,h000300,3352.33,3374.051,3285.935,3312.42,19266418600.0,221433183351.0
20150209,h000300,3305.734,3376.526,3298.597,3345.921,17235382000.0,220766525021.0
20150210,h000300,3345.077,3407.18,3339.548,3406.943,15930908800.0,199120680699.0
20150211,h000300,3415.977,3445.655,3412.136,3434.124,14461377200.0,185979219656.0
20150212,h000300,3435.361,3453.582,3405.627,3442.874,15608169100.0,191285873488.0
20150213,h000300,3458.827,3509.505,3452.079,3469.828,20108997100.0,247076153339.0
20150216,h000300,3473.289,3504.475,3466.607,3499.483,16564134300.0,222799721247.0
20150217,h000300,3511.544,3536.82,3511.093,3522.322,16532831300.0,214457267905.0
20150225,h000300,3529.55,3529.55,3463.955,3478.729,16553935100.0,211739059322.0
20150226,h000300,3473.713,3569.33,3456.871,3566.295,22932843800.0,279809075234.0
20150227,h000300,3565.233,3594.813,3560.455,3572.843,22278643800.0,271861944608.0
20150302,h000300,3603.452,3608.691,3566.527,3601.265,24817612500.0,325164897145.0
20150303,h000300,3579.315,3579.315,3504.201,3507.9,26186648900.0,335700118167.0
20150304,h000300,3514.667,3540.912,3497.172,3530.822,19966398100.0,257468790961.0
20150305,h000300,3513.249,3517.083,3467.676,3496.344,21750880500.0,279030592350.0
20150306,h000300,3501.184,3516.243,3472.392,3478.52,18151805400.0,233468244766.0
20150309,h000300,3449.696,3546.705,3417.486,3537.75,23394041100.0,277860471571.0
20150310,h000300,3523.64,3551.205,3511.985,3520.611,19426765700.0,245366625918.0
20150311,h000300,3524.575,3568.916,3512.218,3524.653,18894782500.0,235772755479.0
20150312,h000300,3557.686,3603.341,3536.534,3592.844,26566462500.0,322141249344.0
20150313,h000300,3604.671,3641.392,3594.742,3617.657,24686476800.0,297298516465.0
20150316,h000300,3641.773,3705.739,3621.119,3705.671,27543830700.0,358497570207.0
20150317,h000300,3733.961,3762.575,3716.809,3757.122,37162566600.0,455003825887.0
20150318,h000300,3769.086,3846.055,3763.848,3846.055,41519001100.0,484465529242.0
20150319,h000300,3851.249,3859.126,3809.706,3839.739,39154763000.0,463212821639.0
20150320,h000300,3852.492,3916.863,3832.416,3892.574,40181755200.0,544468374302.0
20150323,h000300,3923.083,3972.296,3922.21,3972.061,39111992200.0,519760220709.0
20150324,h000300,3980.066,3989.858,3883.782,3973.046,46858131200.0,591066800604.0
20150325,h000300,3961.578,3980.716,3913.988,3940.412,37996885100.0,501733891680.0
20150326,h000300,3921.745,3991.997,3892.878,3949.999,34675631500.0,468538490771.0
20150327,h000300,3957.542,3993.032,3932.87,3971.697,29875606400.0,393132347578.0
20150330,h000300,3999.024,4101.651,3999.024,4088.178,42829702000.0,546211078887.0
20150331,h000300,4138.885,4166.018,4037.771,4051.204,43606563500.0,598121732643.0
20150401,h000300,4057.501,4139.499,4046.939,4123.895,32951285300.0,466596904663.0
20150402,h000300,4149.946,4156.842,4068.649,4124.776,33907048700.0,476617837707.0
20150403,h000300,4104.672,4170.558,4092.383,4170.538,32130376600.0,466965600575.0
20150407,h000300,4213.894,4260.471,4197.019,4260.044,41536265400.0,564646323685.0
20150408,h000300,4277.45,4304.78,4204.826,4295.803,45867671500.0,658308062760.0
20150409,h000300,4316.958,4332.166,4212.611,4262.138,43969990200.0,650419151486.0
20150410,h000300,4249.383,4351.687,4231.196,4344.416,34819017000.0,509354291196.0
20150413,h000300,4394.047,4432.024,4361.589,4421.073,43415303600.0,598518139930.0
20150414,h000300,4432.126,4474.353,4385.908,4438.184,43443212600.0,602127441917.0
20150415,h000300,4439.314,4475.997,4379.609,4380.513,47215413100.0,596822875636.0
20150416,h000300,4355.491,4513.765,4335.63,4513.546,42260374800.0,564722844124.0
20150417,h000300,4578.679,4630.27,4553.904,4596.136,55280266300.0,733953610122.0
20150420,h000300,4615.034,4671.168,4492.6,4521.919,68643907500.0,939264904128.0
20150421,h000300,4520.461,4620.058,4504.558,4619.164,49031499100.0,685365027867.0
20150422,h000300,4637.055,4740.933,4632.589,4739.814,51621379200.0,769924803864.0
20150423,h000300,4764.481,4782.044,4693.967,4740.892,49743095400.0,752258236225.0
20150424,h000300,4682.626,4730.43,4618.318,4702.641,48015293600.0,721273097490.0
20150427,h000300,4753.871,4810.485,4735.31,4807.592,51307654800.0,765910402328.0
20150428,h000300,4811.319,4839.078,4703.567,4741.861,60863854500.0,860349875255.0
20150429,h000300,4722.903,4797.927,4695.793,4774.326,39505698000.0,601676350605.0
20150430,h000300,4788.412,4818.725,4749.485,4749.886,39972744400.0,612511415165.0
20150504,h000300,4757.637,4795.915,4699.398,4787.741,37784385300.0,565453373624.0
20150505,h000300,4785.192,4785.192,4572.983,4596.837,46041962600.0,660020218474.0
20150506,h000300,4626.231,4700.909,4511.761,4553.327,37607370200.0,586033987365.0
20150507,h000300,4520.818,4546.338,4467.459,4470.089,29775920300.0,427189953161.0
20150508,h000300,4515.554,4559.058,4445.592,4558.404,30240796700.0,452090694881.0
20150511,h000300,4582.091,4690.954,4535.149,4690.532,37383842000.0,583260408778.0
20150512,h000300,4692.122,4748.004,4660.016,4747.421,37705389100.0,607123299939.0
20150513,h000300,4746.713,4758.002,4678.845,4718.436,37073042400.0,590479847838.0
20150514,h000300,4717.955,4735.284,4670.168,4700.778,33772515200.0,513219655550.0
20150515,h000300,4690.755,4690.755,4592.05,4617.47,32843116600.0,506695010176.0
20150518,h000300,4582.058,4623.383,4565.061,4575.14,26918048900.0,434083129375.0
20150519,h000300,4577.637,4740.005,4577.637,4731.222,31478595200.0,524232160128.0
20150520,h000300,4751.572,4843.1,4745.21,4754.919,36318074800.0,589956272979.0
20150521,h000300,4768.689,4841.615,4746.029,4840.976,30505453700.0,505346105539.0
20150522,h000300,4895.925,4951.991,4870.598,4951.335,45584671800.0,719129953200.0
20150525,h000300,4949.11,5099.839,4949.11,5099.495,46573659000.0,757085825931.0
20150526,h000300,5140.798,5199.295,5063.146,5198.918,48794935900.0,802295843467.0
20150527,h000300,5216.17,5226.844,5126.861,5181.434,47079873000.0,777826309129.0
20150528,h000300,5174.101,5213.183,4831.329,4834.007,57182904700.0,873207363731.0
20150529,h000300,4839.53,4924.303,4665.521,4840.829,42787885900.0,636008152610.0
20150601,h000300,4862.756,5079.319,4835.774,5076.179,41750374100.0,637843681462.0
20150602,h000300,5091.272,5162.556,5047.081,5161.87,41297319600.0,658452859697.0
20150603,h000300,5176.597,5186.967,5059.495,5143.59,41425827000.0,672056532157.0
20150604,h000300,5156.012,5194.233,4863.465,5181.416,48276726800.0,735170669363.0
20150605,h000300,5254.905,5288.34,5104.178,5230.552,54596119600.0,855224403052.0
20150608,h000300,5259.408,5370.609,5202.595,5353.751,63731323700.0,949498013951.0
20150609,h000300,5379.47,5380.426,5251.208,5317.461,57042726300.0,871431819564.0
20150610,h000300,5254.304,5374.83,5209.68,5309.112,44216567600.0,711509256785.0
20150611,h000300,5305.141,5329.295,5248.163,5306.59,39233875500.0,660584867997.0
20150612,h000300,5329.278,5351.648,5283.086,5335.115,43013138600.0,694213173337.0
20150615,h000300,5354.014,5362.452,5207.308,5221.167,47574570300.0,766237730233.0
20150616,h000300,5165.024,5204.303,5015.265,5064.821,41167563800.0,651522532247.0
20150617,h000300,5072.307,5158.367,4949.293,5138.831,39712418700.0,589868366440.0
20150618,h000300,5107.695,5121.218,4926.429,4930.549,36439581400.0,555646755662.0
20150619,h000300,4847.057,4910.45,4634.691,4637.052,35810474400.0,519609575034.0
20150623,h000300,4641.425,4786.955,4455.331,4786.091,36508794400.0,536984113004.0
20150624,h000300,4811.595,4883.732,4744.306,4880.126,43463872300.0,615374085939.0
20150625,h000300,4906.242,4919.263,4667.224,4706.516,44613598200.0,640246401379.0
20150626,h000300,4573.872,4650.186,4278.675,4336.195,44663979000.0,612959478689.0
20150629,h000300,4446.842,4451.166,4000.926,4191.549,52566248200.0,704014548847.0
20150630,h000300,4161.067,4475.768,4016.013,4472.998,52704528000.0,716045824698.0
20150701,h000300,4408.984,4526.127,4235.696,4253.021,43172141100.0,623330596858.0
20150702,h000300,4287.734,4312.19,4000.061,4107.996,45706219400.0,593506685518.0
20150703,h000300,4017.202,4164.629,3785.902,3885.917,42930085000.0,538216869728.0
20150706,h000300,4218.266,4218.266,3832.468,3998.537,64809453000.0,779558044352.0
20150707,h000300,3877.854,3960.636,3743.624,3928.002,67938500700.0,795962644454.0
20150708,h000300,3651.06,3762.622,3612.254,3663.038,58146709700.0,640122398881.0
20150709,h000300,3621.68,3930.264,3537.826,3897.626,50387061000.0,564744043358.0
20150710,h000300,3916.272,4179.111,3887.551,4106.556,50070180200.0,629079512954.0
20150713,h000300,4132.231,4278.161,4072.43,4211.812,50209218600.0,659251724205.0
20150714,h000300,4178.629,4258.513,4062.5,4112.149,45442200900.0,597521262486.0
20150715,h000300,4068.88,4114.243,3899.508,3966.759,42195636700.0,514064532339.0
20150716,h000300,3949.639,4067.022,3856.321,3997.355,33053134500.0,410050894560.0
20150717,h000300,4023.757,4190.186,4000.231,4151.496,33110713100.0,435597103716.0
20150720,h000300,4157.06,4221.693,4106.389,4160.612,35267347200.0,483493894661.0
20150721,h000300,4109.761,4201.482,4081.704,4166.006,31837494500.0,431695843789.0
20150722,h000300,4148.56,4187.431,4094.712,4157.16,31894599700.0,441832505196.0
20150723,h000300,4158.932,4262.062,4148.824,4250.805,35447175900.0,483972220006.0
20150724,h000300,4255.198,4299.65,4154.617,4176.279,39204537300.0,535901647230.0
20150727,h000300,4097.796,4156.313,3817.169,3818.731,36505451100.0,477952010794.0
20150728,h000300,3690.974,3883.446,3627.421,3811.093,38352721600.0,482654543336.0
20150729,h000300,3839.958,3934.003,3769.189,3930.379,27697284500.0,372287868068.0
20150730,h000300,3915.78,3968.534,3802.882,3815.412,27154866500.0,376351170573.0
20150731,h000300,3777.155,3863.624,3757.989,3816.699,22237676700.0,299312543754.0
20150803,h000300,3766.072,3829.235,3742.578,3829.235,24580503000.0,309631297700.0
20150804,h000300,3827.373,3948.449,3801.028,3948.156,22023655600.0,288756503266.0
20150805,h000300,3937.623,3962.277,3858.66,3866.9,20048426900.0,272693513971.0
20150806,h000300,3802.928,3888.693,3793.237,3831.852,14727869400.0,195532363765.0
20150807,h000300,3866.43,3926.649,3857.908,3906.945,18334915300.0,246546119056.0
20150810,h000300,3947.472,4101.731,3932.842,4084.365,30678054000.0,401702020648.0
20150811,h000300,4083.589,4110.133,4042.004,4066.669,32203419100.0,416996541243.0
20150812,h000300,4025.674,4078.03,4015.355,4016.126,25514619600.0,339799364935.0
20150813,h000300,4010.013,4075.7,3967.821,4075.463,24283697900.0,319887602964.0
20150814,h000300,4097.917,4113.159,4056.727,4073.54,25339299600.0,340076813259.0
20150817,h000300,4058.113,4081.772,4009.99,4077.872,25693963800.0,336830563044.0
20150818,h000300,4084.311,4103.054,3816.553,3825.412,31988107000.0,424924184411.0
20150819,h000300,3748.266,3898.74,3668.192,3886.136,26904983900.0,340923470856.0
20150820,h000300,3848.403,3880.824,3761.454,3761.454,21216796500.0,270576698834.0
20150821,h000300,3714.289,3757.779,3578.175,3589.536,21798640300.0,267498426435.0
